Marca temporal,Fecha de Nacimiento,Situación laboral en la qué se encuentra,Horas que le dedica a dicho trabajo por día. (0 si no es empleado) Coloque punto (.) para separar (Ejemplo: 1.5),Días laborales en los que tiene qué desempeñar las horas de trabajo. (0 si no es empleado) ,Tiempo en minutos para llegar a su trabajo en el mejor de los casos (tráfico moderado) Coloque punto (.) para separar (Ejemplo: 30.5)  (0 si no es empleado) ,Distrito de residencia,Distrito donde labura,Nivel de estudios TERMINADOS,Creencia religiosa,¿A cuántos de los siguientes dispositivos inteligentes cuenta con acceso?,¿Tiene conocimiento sobre el concepto de Inteligencia Artificial?,¿Las personas con las que se relaciona (Amigos/Familiares) saben acerca de las Inteligencias Artificiales?,¿Es consciente sobre las capacidades de una Inteligencia Artificial frente al propio ser humano?,¿Conoce alguna Inteligencia Artificial o ha escuchado hablar de alguna?,¿Ha usado alguna Inteligencia Artificial para realizar alguna de estas tareas?,¿Divulgó o divulgaría el tema sobre la Inteligencia Artificial?,¿Cree qué las Inteligencias Artificiales podrían reemplazar a los trabajadores de empleos como Call Center?,¿Cree qué las Inteligencias Artificiales podrían reemplazar a los trabajadores de empleos como contabilidad y cálculo de impuestos?,"¿Cree qué las Inteligencias Artificiales podrían reemplazar a los trabajadores de empleos como Marketing, estudio de mercado y publicidad?",¿Cree que la automatización (Inteligencias Artificiales a cargo de trabajos humanos) será un problema para los trabajadores a finales de esta década?,Cual es su opinión acerca del avance de estas tecnologías.
24/05/2023 15:18:24,5/12/2005,Desempleado,0,0,0,"Lima Oeste (Rímac, Cercado de Lima, Breña, Pueblo Libre, San Luis, La Victoria, Jesus María, Magdalena, Lince, San Isidro, San Borja, Santiago de Surco, San Miguel, Surquillo, Miraflores, Barranco, Chorrillos)",No Laburo,Secundaria completa,Católico,"Laptop O Computadora, Smartphone",Sí,Sí,Si,Sí,"Obtener información, Armar presentaciones, Realizar alguna tarea, Consultar definiciones, Programar, Otros",Si,Sí,Sí,No,Sí,"Parcialmente de acuerdo, no todos los empleos pueden ser automatizados."
24/05/2023 15:18:37,23/05/2023,Desempleado,0,0,0,"Lima Oeste (Rímac, Cercado de Lima, Breña, Pueblo Libre, San Luis, La Victoria, Jesus María, Magdalena, Lince, San Isidro, San Borja, Santiago de Surco, San Miguel, Surquillo, Miraflores, Barranco, Chorrillos)",No Laburo,Secundaria completa,Católico,"Laptop O Computadora, Smartphone",Sí,Sí,Si,Sí,"Organizar horarios, Obtener información, Realizar alguna tarea, Consultar definiciones, Programar",Si,Sí,Sí,Sí,Sí,"Parcialmente de acuerdo, no todos los empleos pueden ser automatizados."
24/05/2023 15:19:05,16/05/2003,Desempleado,0,0,0,"Lima Oeste (Rímac, Cercado de Lima, Breña, Pueblo Libre, San Luis, La Victoria, Jesus María, Magdalena, Lince, San Isidro, San Borja, Santiago de Surco, San Miguel, Surquillo, Miraflores, Barranco, Chorrillos)",No Laburo,Secundaria completa,Cristiano,"Laptop O Computadora, Smartphone",No del todo,Sí,Si,Sí,Otros,Si,Sí,Sí,Sí,Sí,Completamente de acuerdo con respecto a la automatización.
24/05/2023 15:19:15,13/06/2004,Desempleado,0,0,0,"Lima Oeste (Rímac, Cercado de Lima, Breña, Pueblo Libre, San Luis, La Victoria, Jesus María, Magdalena, Lince, San Isidro, San Borja, Santiago de Surco, San Miguel, Surquillo, Miraflores, Barranco, Chorrillos)",No Laburo,Secundaria completa,Católico,Laptop O Computadora,Sí,Sí,Si,Sí,"Organizar horarios, Obtener información, Consultar definiciones",Si,Sí,Sí,No,Sí,"Parcialmente de acuerdo, no todos los empleos pueden ser automatizados."
24/05/2023 15:19:29,19/12/2001,Desempleado,0,0,0,"Lima Oeste (Rímac, Cercado de Lima, Breña, Pueblo Libre, San Luis, La Victoria, Jesus María, Magdalena, Lince, San Isidro, San Borja, Santiago de Surco, San Miguel, Surquillo, Miraflores, Barranco, Chorrillos)","Lima Oeste (Rímac, Cercado de Lima, Breña, Pueblo Libre, San Luis, La Victoria, Jesus María, Magdalena, Lince, San Isidro, San Borja, Santiago de Surco, San Miguel, Surquillo, Miraflores, Barranco, Chorrillos)",Secundaria completa,Católico,"Laptop O Computadora, Tableta, Smartphone",No del todo,Sí,No del todo,Sí,"Organizar horarios, Obtener información",Si,Sí,Sí,Sí,Sí,"Parcialmente de acuerdo, no todos los empleos deberían ser automatizados."
24/05/2023 15:19:31,2/02/2005,Desempleado,0,0,0,"Lima Este (Chosica, San Juan de Lurigancho, Ate, Santa Anita, Cieneguilla, El Agustino)",No Laburo,Secundaria completa,Cristiano,"Laptop O Computadora, Smartphone",Sí,Sí,Si,Sí,"Obtener información, Realizar alguna tarea, Programar",Si,Sí,Sí,Sí,Sí,Completamente de acuerdo con respecto a la automatización.
24/05/2023 15:21:37,25/06/1997,Empleado de tiempo completo,6,5,90,"Lima Norte (Ancón, Carabayllo, Santa Rosa, Puente Piedra, Comas, Los Olivos, Independencia, San Martín de Porres)","Lima Oeste (Rímac, Cercado de Lima, Breña, Pueblo Libre, San Luis, La Victoria, Jesus María, Magdalena, Lince, San Isidro, San Borja, Santiago de Surco, San Miguel, Surquillo, Miraflores, Barranco, Chorrillos)",Secundaria completa,Católico,"Laptop O Computadora, Tableta, Smartphone",Sí,Sí,Si,Sí,"Obtener información, Armar presentaciones, Realizar alguna tarea, Consultar definiciones, Programar",Si,Sí,Sí,Sí,No,Completamente de acuerdo con respecto a la automatización.
24/05/2023 15:22:13,1/04/2002,Desempleado,0,0,0,"Lima Oeste (Rímac, Cercado de Lima, Breña, Pueblo Libre, San Luis, La Victoria, Jesus María, Magdalena, Lince, San Isidro, San Borja, Santiago de Surco, San Miguel, Surquillo, Miraflores, Barranco, Chorrillos)",No Laburo,Secundaria completa,Católico,"Laptop O Computadora, Tableta, Smartphone",Sí,Tal vez,Si,Sí,"Obtener información, Armar presentaciones, Realizar alguna tarea, Consultar definiciones, Programar",Si,Sí,Sí,Sí,Sí,Completamente de acuerdo con respecto a la automatización.
24/05/2023 15:24:11,6/11/2001,Desempleado,0,0,0,"Lima Oeste (Rímac, Cercado de Lima, Breña, Pueblo Libre, San Luis, La Victoria, Jesus María, Magdalena, Lince, San Isidro, San Borja, Santiago de Surco, San Miguel, Surquillo, Miraflores, Barranco, Chorrillos)",No Laburo,Secundaria completa,Católico,"Laptop O Computadora, Tableta, Smartphone",Sí,Sí,Si,Sí,Ninguna,Si,Sí,Sí,Sí,Sí,Completamente de acuerdo con respecto a la automatización.
24/05/2023 15:24:54,24/12/2001,Desempleado,1.5,7,4.,"Lima Este (Chosica, San Juan de Lurigancho, Ate, Santa Anita, Cieneguilla, El Agustino)","Lima Oeste (Rímac, Cercado de Lima, Breña, Pueblo Libre, San Luis, La Victoria, Jesus María, Magdalena, Lince, San Isidro, San Borja, Santiago de Surco, San Miguel, Surquillo, Miraflores, Barranco, Chorrillos)",Secundaria completa,Cristiano,Laptop O Computadora,Sí,Sí,Si,Sí,"Organizar horarios, Otros",Si,Sí,Sí,Sí,Sí,"En desacuerdo, es injusto que la tecnología nos reemplace incluso en tareas simples."
24/05/2023 15:25:15,31/01/2005,Desempleado,2,0,30,"Lima Este (Chosica, San Juan de Lurigancho, Ate, Santa Anita, Cieneguilla, El Agustino)","Lima Este (Chosica, San Juan de Lurigancho, Ate, Santa Anita, Cieneguilla, El Agustino)",Pregrado (Bachiller),Cristiano,Laptop O Computadora,Sí,Sí,Si,Sí,"Organizar horarios, Programar",Si,Sí,Sí,Sí,Sí,Completamente de acuerdo con respecto a la automatización.
24/05/2023 15:27:20,10/11/2005,Desempleado,1.5,5,0,"Lima Oeste (Rímac, Cercado de Lima, Breña, Pueblo Libre, San Luis, La Victoria, Jesus María, Magdalena, Lince, San Isidro, San Borja, Santiago de Surco, San Miguel, Surquillo, Miraflores, Barranco, Chorrillos)",No Laburo,Secundaria completa,Cristiano,Laptop O Computadora,Sí,Sí,No del todo,No del todo,"Obtener información, Realizar alguna tarea",No,Sí,Sí,Sí,Sí,Completamente de acuerdo con respecto a la automatización.
24/05/2023 15:28:04,10/10/2000,Desempleado,0,0,0,"Lima Oeste (Rímac, Cercado de Lima, Breña, Pueblo Libre, San Luis, La Victoria, Jesus María, Magdalena, Lince, San Isidro, San Borja, Santiago de Surco, San Miguel, Surquillo, Miraflores, Barranco, Chorrillos)",No Laburo,Secundaria completa,Católico,"Laptop O Computadora, Tableta, Smartphone",Sí,Sí,Si,Sí,"Obtener información, Consultar definiciones",No,Sí,Sí,No,Sí,"Parcialmente de acuerdo, no todos los empleos pueden ser automatizados."
24/05/2023 15:28:45,5/09/2002,Desempleado,1,0,12,"Lima Oeste (Rímac, Cercado de Lima, Breña, Pueblo Libre, San Luis, La Victoria, Jesus María, Magdalena, Lince, San Isidro, San Borja, Santiago de Surco, San Miguel, Surquillo, Miraflores, Barranco, Chorrillos)","Lima Oeste (Rímac, Cercado de Lima, Breña, Pueblo Libre, San Luis, La Victoria, Jesus María, Magdalena, Lince, San Isidro, San Borja, Santiago de Surco, San Miguel, Surquillo, Miraflores, Barranco, Chorrillos)",Pregrado (Bachiller),Católico,"Laptop O Computadora, Smartphone",Sí,Sí,Si,Sí,"Armar presentaciones, Realizar alguna tarea",Si,Sí,Sí,Sí,Sí,Completamente de acuerdo con respecto a la automatización.
24/05/2023 15:30:10,28/02/1999,Empleado de medio tiempo,4,5,60,"Lima Oeste (Rímac, Cercado de Lima, Breña, Pueblo Libre, San Luis, La Victoria, Jesus María, Magdalena, Lince, San Isidro, San Borja, Santiago de Surco, San Miguel, Surquillo, Miraflores, Barranco, Chorrillos)","Lima Este (Chosica, San Juan de Lurigancho, Ate, Santa Anita, Cieneguilla, El Agustino)",Secundaria completa,Cristiano,"Tableta, Smartphone",No del todo,Sí,Si,Sí,"Obtener información, Otros",Si,Sí,Sí,Sí,Sí,Completamente de acuerdo con respecto a la automatización.
24/05/2023 15:31:31,10/05/2005,Desempleado,0,0,0,"Lima Norte (Ancón, Carabayllo, Santa Rosa, Puente Piedra, Comas, Los Olivos, Independencia, San Martín de Porres)",No Laburo,Secundaria completa,Cristiano,"Laptop O Computadora, Tableta, Smartphone",Sí,Tal vez,Si,Sí,"Organizar horarios, Obtener información, Programar, Otros",Si,Sí,No,No,Sí,"Parcialmente de acuerdo, no todos los empleos pueden ser automatizados."
24/05/2023 15:32:14,27/10/2004,Desempleado,0,0,0,"Lima Oeste (Rímac, Cercado de Lima, Breña, Pueblo Libre, San Luis, La Victoria, Jesus María, Magdalena, Lince, San Isidro, San Borja, Santiago de Surco, San Miguel, Surquillo, Miraflores, Barranco, Chorrillos)",No Laburo,Secundaria completa,Cristiano,"Laptop O Computadora, Smartphone",Sí,Sí,Si,Sí,"Armar presentaciones, Realizar alguna tarea, Consultar definiciones",Si,Sí,No,Sí,No,Completamente de acuerdo con respecto a la automatización.
24/05/2023 15:34:54,2/12/2004,Desempleado,0,0,0,"Lima Sur (San Juan de Miraflores, Villa María del Triunfo, Villa el Salvador, Pachacamac, Lurín, Punta Negra, Punta Hermosa, San Bartolo)",No Laburo,Secundaria completa,Católico,"Laptop O Computadora, Tableta",No del todo,No,Si,Sí,"Obtener información, Realizar alguna tarea, Consultar definiciones, Programar",Si,Sí,No,No,Sí,Completamente de acuerdo con respecto a la automatización.
24/05/2023 15:42:53,24/09/2002,Empleado de medio tiempo,6,5,40,"Lima Oeste (Rímac, Cercado de Lima, Breña, Pueblo Libre, San Luis, La Victoria, Jesus María, Magdalena, Lince, San Isidro, San Borja, Santiago de Surco, San Miguel, Surquillo, Miraflores, Barranco, Chorrillos)","Lima Oeste (Rímac, Cercado de Lima, Breña, Pueblo Libre, San Luis, La Victoria, Jesus María, Magdalena, Lince, San Isidro, San Borja, Santiago de Surco, San Miguel, Surquillo, Miraflores, Barranco, Chorrillos)",Secundaria completa,Ninguna,"Laptop O Computadora, Tableta, Smartphone",Sí,Sí,Si,Sí,"Organizar horarios, Obtener información, Armar presentaciones, Realizar alguna tarea, Consultar definiciones, Programar",Si,Sí,Sí,No,Sí,"Parcialmente de acuerdo, no todos los empleos pueden ser automatizados."
24/05/2023 16:16:11,1/05/2001,Desempleado,0,0,0,"Lima Sur (San Juan de Miraflores, Villa María del Triunfo, Villa el Salvador, Pachacamac, Lurín, Punta Negra, Punta Hermosa, San Bartolo)",No Laburo,Secundaria completa,Católico,Laptop O Computadora,No del todo,No,No del todo,No del todo,"Obtener información, Consultar definiciones",Si,Sí,Sí,Sí,Sí,"Parcialmente de acuerdo, no todos los empleos pueden ser automatizados."
24/05/2023 16:32:07,5/08/2005,Desempleado,0,0,0,"Lima Oeste (Rímac, Cercado de Lima, Breña, Pueblo Libre, San Luis, La Victoria, Jesus María, Magdalena, Lince, San Isidro, San Borja, Santiago de Surco, San Miguel, Surquillo, Miraflores, Barranco, Chorrillos)","Lima Oeste (Rímac, Cercado de Lima, Breña, Pueblo Libre, San Luis, La Victoria, Jesus María, Magdalena, Lince, San Isidro, San Borja, Santiago de Surco, San Miguel, Surquillo, Miraflores, Barranco, Chorrillos)",Secundaria completa,Católico,Laptop O Computadora,Sí,Sí,Si,Sí,"Obtener información, Realizar alguna tarea",No,Sí,Sí,No,Sí,"Parcialmente de acuerdo, no todos los empleos pueden ser automatizados."
24/05/2023 19:06:17,17/05/1973,Empleado de tiempo completo,12,5,60,"Lima Oeste (Rímac, Cercado de Lima, Breña, Pueblo Libre, San Luis, La Victoria, Jesus María, Magdalena, Lince, San Isidro, San Borja, Santiago de Surco, San Miguel, Surquillo, Miraflores, Barranco, Chorrillos)","Lima Oeste (Rímac, Cercado de Lima, Breña, Pueblo Libre, San Luis, La Victoria, Jesus María, Magdalena, Lince, San Isidro, San Borja, Santiago de Surco, San Miguel, Surquillo, Miraflores, Barranco, Chorrillos)",Master,Católico,"Laptop O Computadora, Tableta, Smartphone",Sí,Sí,Si,Sí,"Organizar horarios, Obtener información, Armar presentaciones, Consultar definiciones",Si,Sí,Sí,Sí,Sí,Completamente de acuerdo con respecto a la automatización.
24/05/2023 19:16:15,21/03/1973,Empleado de tiempo completo,9.5,5,15,"Lima Oeste (Rímac, Cercado de Lima, Breña, Pueblo Libre, San Luis, La Victoria, Jesus María, Magdalena, Lince, San Isidro, San Borja, Santiago de Surco, San Miguel, Surquillo, Miraflores, Barranco, Chorrillos)","Lima Oeste (Rímac, Cercado de Lima, Breña, Pueblo Libre, San Luis, La Victoria, Jesus María, Magdalena, Lince, San Isidro, San Borja, Santiago de Surco, San Miguel, Surquillo, Miraflores, Barranco, Chorrillos)",Master,Católico,"Laptop O Computadora, Tableta, Smartphone",Sí,Sí,Si,Sí,Programar,Si,Sí,No,No,Sí,Completamente de acuerdo con respecto a la automatización.
24/05/2023 19:31:42,4/01/2001,Empleado de medio tiempo,5,5,40,"Lima Oeste (Rímac, Cercado de Lima, Breña, Pueblo Libre, San Luis, La Victoria, Jesus María, Magdalena, Lince, San Isidro, San Borja, Santiago de Surco, San Miguel, Surquillo, Miraflores, Barranco, Chorrillos)","Lima Oeste (Rímac, Cercado de Lima, Breña, Pueblo Libre, San Luis, La Victoria, Jesus María, Magdalena, Lince, San Isidro, San Borja, Santiago de Surco, San Miguel, Surquillo, Miraflores, Barranco, Chorrillos)",Secundaria completa,Católico,"Laptop O Computadora, Tableta, Smartphone",Sí,Sí,Si,Sí,"Organizar horarios, Realizar alguna tarea, Consultar definiciones",Si,Sí,No,Sí,Sí,"Parcialmente de acuerdo, no todos los empleos pueden ser automatizados."
24/05/2023 21:44:39,16/03/2017,Empleado de medio tiempo,4,5,0,"Lima Sur (San Juan de Miraflores, Villa María del Triunfo, Villa el Salvador, Pachacamac, Lurín, Punta Negra, Punta Hermosa, San Bartolo)","Lima Sur (San Juan de Miraflores, Villa María del Triunfo, Villa el Salvador, Pachacamac, Lurín, Punta Negra, Punta Hermosa, San Bartolo)",Secundaria completa,Católico,"Laptop O Computadora, Tableta, Smartphone",Sí,Tal vez,Si,Sí,"Obtener información, Realizar alguna tarea, Consultar definiciones, Programar",Si,Sí,Sí,Sí,No,Completamente de acuerdo con respecto a la automatización.
24/05/2023 23:08:07,11/01/2001,Desempleado,0,0,0,"Lima Sur (San Juan de Miraflores, Villa María del Triunfo, Villa el Salvador, Pachacamac, Lurín, Punta Negra, Punta Hermosa, San Bartolo)",No Laburo,Secundaria completa,Cristiano,Laptop O Computadora,No del todo,No,No del todo,Sí,Otros,Si,Sí,Sí,No,No,"En desacuerdo, es injusto que la tecnología nos reemplace incluso en tareas simples."
25/05/2023 9:23:45,25/03/2005,Desempleado,0,0,0,"Lima Oeste (Rímac, Cercado de Lima, Breña, Pueblo Libre, San Luis, La Victoria, Jesus María, Magdalena, Lince, San Isidro, San Borja, Santiago de Surco, San Miguel, Surquillo, Miraflores, Barranco, Chorrillos)",No Laburo,Secundaria completa,Deísta,"Laptop O Computadora, Tableta, Smartphone",Sí,Sí,No del todo,Sí,"Obtener información, Realizar alguna tarea, Consultar definiciones, Programar, Otros",Si,Sí,No,No,No,"Parcialmente de acuerdo, no todos los empleos deberían ser automatizados."
26/05/2023 14:44:24,22/01/2004,Desempleado,0,0,0,"Lima Oeste (Rímac, Cercado de Lima, Breña, Pueblo Libre, San Luis, La Victoria, Jesus María, Magdalena, Lince, San Isidro, San Borja, Santiago de Surco, San Miguel, Surquillo, Miraflores, Barranco, Chorrillos)",No Laburo,Secundaria completa,Católico,"Laptop O Computadora, Smartphone",Sí,Tal vez,Si,Sí,"Organizar horarios, Obtener información, Realizar alguna tarea, Consultar definiciones",Si,Sí,Sí,No,No,"Parcialmente de acuerdo, no todos los empleos deberían ser automatizados."
26/05/2023 21:52:27,22/01/2004,Desempleado,0,0,0,"Lima Oeste (Rímac, Cercado de Lima, Breña, Pueblo Libre, San Luis, La Victoria, Jesus María, Magdalena, Lince, San Isidro, San Borja, Santiago de Surco, San Miguel, Surquillo, Miraflores, Barranco, Chorrillos)",No Laburo,Secundaria completa,Católico,"Laptop O Computadora, Smartphone",Sí,Tal vez,Si,Sí,"Organizar horarios, Obtener información, Realizar alguna tarea, Consultar definiciones",Si,Sí,Sí,No,No,"Parcialmente de acuerdo, no todos los empleos deberían ser automatizados."
